2.036481768,4.069742528,1.257072244,1.190574641,8.667368092,2.126936216,2.412419012,3.879403646,1.679562438,2.199236268,4.64629889,4.957476604,3.896088579,1.55921067,2.317060507,3.102682487,1.467916887,0.973756306,3.103038515,4.176415574,3.323062239,1.49270795,7.518035592,4.543365904,1.18473747,3.537190204,2.995691399,6.015454942,5.121990266,3.061974198,1.696933781,1.774274857,6.96960859,3.438679598,5.760236206,5.921625867,6.321840884,1.883584351,2.589292276,1.104170191,1.296378912,2.604993596
5.807150223,3.989747701,2.719898457,5.58061983,7.934366266,2.919814275,3.247685521,3.976228655,2.053759256,2.765881796,3.387297156,3.308251398,3.210385781,1.991158083,2.632275064,2.328469067,5.23515787,2.471998958,2.637800767,1.780942858,3.405686989,1.701579943,4.677330859,10.37620403,3.448061953,3.256266249,2.386112048,8.876669277,5.907027148,2.45950194,1.948044208,2.270840352,7.742375837,2.437581387,7.318669936,5.860711532,4.077389959,2.673764416,0.963674778,0.8327982,1.768575396,2.498553487
1.483247733,5.842276025,1.924596605,1.472998893,9.214848665,3.152935822,4.447577216,2.834546939,3.701609714,3.120446841,4.980326274,4.040469176,9.414738304,0.669374053,3.381760423,1.838911107,1.524390528,3.226328036,7.808747475,3.459099313,6.608675241,3.85744824,6.201736463,2.603469394,2.301084435,6.053609453,3.461148866,8.783905323,9.849324554,3.163976721,6.369017462,2.269360709,8.1887569,7.272400586,10.17922562,8.227770111,8.0406079,7.297150017,1.963702992,3.05478191,1.117553776,2.704087978
2.596466266,3.419783962,2.805239671,2.346122678,4.842544447,2.5426211,3.460552707,2.57102177,0.818970514,3.171628747,5.775168544,7.726575578,5.283992161,2.562468555,3.23032674,2.767098954,1.938950796,3.943397187,3.513139849,2.954728273,6.840919854,3.146898979,7.165840531,2.869746444,2.514486963,2.239351733,2.199471052,16.25333851,9.593561396,2.061040451,1.528328911,7.089289501,5.230961117,9.607188902,3.876430038,5.671029909,6.101037071,4.570695408,1.133275969,7.175081004,0.77339698,1.020367288
2.716428721,3.328645617,2.231294611,1.803724216,9.919277997,2.047191238,6.068345345,2.459733546,2.025707159,3.237041381,1.901456397,6.649525817,6.170188047,2.097223784,2.707047075,5.522603036,5.873533277,4.518518627,7.277055845,8.940503324,2.438719055,4.399483618,5.883221943,8.563316376,4.456345975,3.083602888,2.720335581,10.78403022,8.376583951,2.029430141,0.712621935,4.520454389,6.085976887,7.852766348,2.820580233,6.453094655,2.847474988,3.853830242,0.946873312,3.606893206,0.271851092,1.195028403
2.29133717,4.269088708,1.252011507,0.943283396,2.1189788,3.591118074,5.183224694,1.152634504,6.995306853,0.219745213,1.987714177,7.159797187,4.185640535,2.197978355,1.710028185,5.770611246,3.122803936,2.767972728,4.660860363,3.401988486,7.265847298,5.263415698,5.42317317,9.578865718,6.168225756,4.845086678,3.286748534,7.822301331,7.210382926,2.448029911,1.927251335,5.660523422,7.65707324,3.540016293,0.535336403,6.484298581,3.974526186,2.210885474,1.463339838,2.979546448,1.314162984,1.990365216
2.978721213,2.858530154,2.650694208,5.297137743,7.574976701,2.093268621,4.415595737,0.599843894,3.478057658,0.363422259,3.197174166,5.742666399,2.798994926,1.751615544,2.485278901,3.084980638,2.408315625,2.60650539,4.640564885,2.424144959,10.62500508,3.835521339,11.76224718,7.246337517,1.919763871,5.319558378,3.20282804,9.966546407,8.921986772,1.640457732,1.821238861,4.556995775,5.489714397,3.999274646,0.096516456,2.102521387,7.546214623,3.68613051,0.899250126,3.236192725,3.00235345,1.962321096
3.355296794,2.376747486,3.904825058,5.69721788,5.042206923,1.615715248,2.640159054,1.045595791,2.877058326,2.072376494,3.014067544,8.175562201,0.548006828,2.587612292,2.994876746,4.862576407,1.57602488,1.39525384,3.734177917,2.343568217,10.56816922,3.296963161,9.78505907,5.855658348,4.803467794,6.423609788,3.134102795,2.532756154,2.717323988,2.399657605,1.923302349,5.056248819,7.130958738,5.48413125,0.12369585,1.903201164,7.630121875,2.309057551,0.988471019,1.968062301,2.809205546,1.074841291
3.407808573,4.877284867,2.518988782,6.408529686,6.052303023,1.129143971,2.919411645,3.104519832,5.081476161,3.26645635,5.988913166,5.95439336,1.019110135,1.372760673,1.207964556,5.884354213,3.104752013,2.268966812,7.889741535,4.448011693,8.599584425,1.568011777,8.441325203,8.305333004,5.499866113,5.11012015,5.329124171,3.140579031,2.120902799,2.30655412,1.424733126,7.80773999,6.111487981,3.977696881,1.393466916,1.121092617,6.161494823,6.913405982,1.987440882,6.022316103,3.944864021,1.478509238
3.764331007,6.383938866,5.160131632,3.133251046,6.828690098,1.275409467,3.653329078,7.510495623,5.015626156,2.972593621,3.66682216,5.564101859,1.795847833,2.277969507,0.802946497,2.804375639,4.286373185,0.901078013,0.882858551,2.532074372,9.717531497,1.501835329,1.607812839,5.335738297,5.085170245,4.159848489,2.284275888,6.835208906,8.606024175,3.266221148,1.705810508,3.81397913,5.253391951,4.101954279,1.328785104,0.395653261,4.74726127,8.99590429,2.26488983,7.015727473,1.430562667,2.254754358
1.969925497,8.363937306,4.733917149,5.427121958,3.771156717,1.942554772,5.186679112,1.887768636,3.543478888,1.683005834,2.70622774,8.170142926,2.733651233,0.65389593,4.019064649,1.445020383,2.894835647,1.646520195,1.632578337,4.464471422,8.079108613,1.950666801,1.618945477,6.75988221,5.890438007,5.92740972,2.375795186,1.433777871,4.869661073,6.34375572,2.018073037,5.918150164,3.145528289,4.947166866,0.603838056,0.71276054,4.687026335,2.821027715,2.25678298,4.624456212,3.748641802,0.835018099
5.638690055,4.536026341,3.503150542,4.172777739,0.346308058,1.842495689,1.273189487,1.41902237,2.635754072,0.759592753,1.677879015,5.040495234,5.098222897,3.517555447,1.862519881,4.689366694,2.505491504,4.097728016,5.323572494,4.037231789,7.396419641,2.176950627,14.56478422,2.17924127,4.972055173,2.474566826,3.708842235,1.576012387,6.428147634,8.059624849,0.771878367,3.305111589,0.873945194,2.901014568,1.294941814,2.354679659,4.153012037,1.735045302,0.761439566,2.951909502,3.118837099,1.531873501
0.706284575,4.334257195,3.09865718,2.964285393,0.408692621,1.862437472,2.795424146,1.527829883,3.09391165,1.97736865,1.764543187,9.218644923,4.539955297,0.777623428,2.777196459,4.5283891,1.474239286,6.163645516,2.864602548,3.01388457,5.670475686,8.328094384,13.76631268,2.600788413,0.796544802,11.42762594,2.127117921,5.65478506,9.160072847,5.378629049,1.194945547,4.30674198,0.487958949,3.540595587,7.723538903,1.595043304,4.586763887,3.253713057,1.17197435,2.670897687,1.986760384,4.006005522
